law_id,law_name,law_number,law_year,article_number,article_label,binding_type,needs_executive_regulation,superseded_by,start_page,end_page,text,text_length
صك الرهن.

""- علي المظهر اليه الاول عند تظهير صك الرهن ان يطلب قيد تظهير صك الرهن والبيانات
المتعلقة بالتظهير في دفاتر المستودع والتاشير بذلك علي صك الرهن.

(1 0 00 مادة

-1 لحامل صك الرهن دون ايصال الايداع حق رهن علي البضاعة المودعة.

؟1- ولحامل ايصال الايداع دون صك الرهن حق سحب البضاعة المودعة بشرط ان يدفع الدين
المضمون بالرهن اذا كان مستحق الاداء فاذا لم يكن الدين مستحق الاداء» جاز له سحب
البضاعة قبل حلول ميعاد استحقاق الدين اذا اودع المستودع مبلغا كافيا لتغطية الدين وعوايده
حتي حلول الاجل. ويسري هذا الحكم اذا استحق الدين ولم يتقدم حامل صك الرهن لقبضه.

'- ويجوز ان يقتصر السحب علي جزء من البضاعة بعد ايداع مبلغ يتناسب مع هذا الجزء.

مادة )1411(
اذا لم يدفع الدين المضمون بالرهن في ميعاد الاستحقاق جاز لحامل صك الرهن منفصلا عن ايصال
الايداع ان يطلب بيع البضاعة المرهونة باتباع الاجراءات المنصوص عليها في شان الرهن التجاري.
مادة )145(

-1 يستوفي الداين المرتهن حقه من ثمن البضاعة بالاولوية علي الداينين العاديين بعد خصم

المبالغ الاتية:
(ا) الضرايب والرسوم المستحقة علي البضاعة.
(ب) مصاريف بيع البضاعة وايداعها وغير ذلك من مصاريف الحفظ.

-1 اذا لم يكن حامل ايصال الايداع حاضرا وقت بيع البضاعة اودع المبلغ الزايد علي ما يستحقه
حامل صك الرهن خزانة المحكمة الجزيية التي يقع في دايرتها المستودع.

27
15 ""( مادة

-1 لا يجوز لحامل صك الرهن الرجوع عط امك او المظهرين الا بعد التنفيذ علي البضاعة
المرهونة وثبوت عدم كفاية حصيلة البيع للوفاء بدينه.

؟- يكون الرجوع علي المظهرين خلال خمسة عشر يوما من تاريخ بيع البضاعة والا سقط حق
الحامل في الرجوع.

'- وفي جميع الاحوال يسقط حق حامل صك الرهن في الرجوع علي المظهرين اذا لم يباشر
اجراءات التنفيذ علي البضاعة المرهونة خلال ثلاثين يوما من تاريخ استحقاق الدين.

)145( مادة

اذا وقع حادث للبضاعة كان لحامل ايصال الايداع او صك الرهن علي مبلغ التامين الذي يستحق عند
وقوع هذا الحادث جميع الحقوق المقررة له علي البضاعة.
مادة )145(

-1 لمن ضاع او تلف منه ايصال الايداع ان يطلب من القاضي المختص بالمحكمة التي يقع في
دايرتها المستودع اصدار امر علي عريضة بتسليمه صورة من الايصال الضايع او التالف
تقديم الكفالة دون ان يتقدم احد بطلب استرداد البضاعة المبيعة.

-1 لمن ضاع منه صك الرهن ان يطلب من القاضي المختص بالمحكمة التي يقع في دايرتها
المستودع اصدار امر علي عريضة بوفاء الدين المضمون بالرهن عند حلول اجله بشرط ان
يثبت ملكيته للصك الضايعء وان يقدم كفيلا. فاذا لم يقم المدين بتنفيذ الامر كان لمن صدر هذا
الامر لصالحه ان ينفذ علي البضاعة المرهونة باتباع الاجراءات المنصوص عليها بشان
الرهن التجاريء» وذلك بشرط ان يكون التظهير الاول الذي حصل علي الصك قد قيد في دفاتر
المستودع وفقا لاحكام الفقرة الثانية من المادة )119( من هذا القانون وتبرا ذمة الكفيل
بانقضاء ستة اشهر من تاريخ استحقاق الدين دون ان يتخذ من صدر الامر لصالحه اجراءات
التنفيذ علي البضاعة.

)145( مادة

-1 اذا لم يسترد المودع البضاعة عند انتهاء عقد الايداع جاز لمستثمر المستودع طلب بيعها
باتباع الاجراءات المنصوص عليها في شان الرهن التجاري ويستوفي من حصيلة البيع المبالغ
المستحقة له ويسلم الباقي الي المودع او يودعه خزانة المحكمة المختصة.

-1 يسري الحكم المنصوص عليه في الفقرة السابقة اذا كان عقد الايداع غير محدد المدة وانقضت
سنة دون ان يطلب المودع استرداد البضاعة او يبدي رغبته في استمرار عقد الايداع.

)141/( مادة

-1 يعاقب بالحبس وبغرامة لا تقل عن خمسة الاف جنيه ولا تزيد علي خمسين الف جنيه او
باحدي هاتين العقوبتين كل من انشا او استغل مستودعا عاما دون الحصول علي الترخيص
المشار اليه في الفقرة الثانية من المادة )1121( من هذا القانون.

-1 للمحكمة ان تامر في حالة الحكم بالادانة باغلاق المستودع وايداع البضايع الموجودة فيه باحد
المستودعات المرخص بهاء وذلك علي نفقة المحكوم عليه وعلي ذمة تسليمها لاصحابها او
التصرف فيها لحسابهم وفقا للاحكام الواردة في هذا الفصل.

وتامر المحكمة بنشر الحكم شاملا ببيان موقع المستودع الجديد في صحيفة يومية علي نفقة

المحكوم عليه.

28
الفصل الخامس
الوكالة التجارية
الفرع الاول
احكام عامة
مادة )148(
تطبق احكام الوكالة التجارية اذا كان الوكيل محترفا اجراء المعاملات التجارية لحساب الغير.
مادة )145(
-1 اذا اعطيت الوكالة التجارية مطلقة فلا تنصرف الا الي المعاملات التجارية.
؟- واذا اعطيت الوكالة التجارية مخصصة بمعاملة تجارية معينة جاز للوكيل القيام بجميع
الاعمال اللازمة لاجراء هذه المعاملة دون حاجة الي اذن من الموكل.
مادة )1501(
-1 تكون الوكالة التجارية باجر.
؟- يستحق الوكيل التجاري الاجر بمجرد ابرام الصفقة التي كلف بهاء وكذلك يستحق الاجر اذا
اثبت تعذر ابرام الصفقة لسبب يرجع الي الموكل.
؟- في غير الحالتين المشار اليهما في الفقرة السابقة لا يستحق الوكيل اجرا وانما يستحق تعويضا
عن الجهد الذي بذله طبقا لما يقضي به العرف التجاري.
5- استثناء من احكام الفقرة الثانية من المادة )315( من القانون المدني اذا اتفق علي اجر الوكيل
مادة )1511(
-1 علي الوكيل اتباع تعليمات الموكل» فاذا خالفها دون مسوغ مقبول جاز للموكل رفض الصفقة.
؟- واذا لم توجد تعليمات من الموكل بشان الصفقة فعلي الوكيل تاخير ابرامها وطلب التعليمات
من الموكل الا اذا كان تاخير الصفقة يلحق الضرر بالموكل او كان الوكيل مفوضا في العمل
بغير تعليمات منه.
مادة (؟551)
اذا كانت البضايع او الاشياء التي يحوزها الوكيل لحساب الموكل مهددة بتلف سريع او بهبوط في
القيمة ولم تصله تعليمات من الموكل بشانها في ميعاد مناسب فللوكيل ان يطلب من القاضي المختص
بالمحكمة التي يوجد في دايرتها مركز اعماله اصدار امر علي عريضة ببيعها بالكيفية التي يعينها
القاضي.
مادة )185:9(
للوكيل ان يمتنع عن اجراء العمل المعهود به اليه اذا كان اجراوه يتطلب مصاريف غير عادية ولم
يرسلها اليه الموكل» الا اذا اتفق او جري التعامل السابق بين الطرفين علي ان يودي الوكيل هذه
المصاريف.
مادة )154(
اذا رفض الوكيل اجراء الصفقة المعهود بها اليه» وجب عليه اخطار الموكل بذلك فوراء وفي هذه
الحالة يجب علي الوكيل المحافظة علي البضايع وغيرها من الاشياء التي يحوزها لحساب الموكل حتي
تصله تعليماته بشانها. فاذا لم تصل التعليمات في ميعاد مناسب جاز للوكيل ان يطلب من القاضي
المختص بالمحكمة التي يوجد في دايرتها مركز اعماله اصدار امر علي عريضة بايداع البضايع او
29
مادة زه ه1

-1 الوكيل مسيول عن هلاك او تلف 8 والاشياء التي يحوزها لحساب الموكل الا اذا نتج
ذلك عن سبب لا يد للوكيل او لتابعيه فيه او عن عيب ذاتي في البضاعة او الشيء.

-1 لا يلتزم الوكيل بالتامين علي الاشياء التي يحوزها لحساب الموكل الا اذا طلب الموكل منه
ذلك او كان اجراء التامين مما يقضي به العرف او تستلزمه طبيعة الشيء.

)1165( مادة

-1 لا يجوز للوكيل ان يقيم نفسه طرفا ثانيا في الصفقة المكلف بابرامها الا في الحالات الاتية:

(ا) اذا اذن له الموكل في ذلك.

(ب)اذا كانت تعليمات الموكل بشان الصفقة صريحة ومحددة ونفذها الوكيل بدقة.

(ج)اذا كانت الصفقة تتعلق بسلعة لها سعر محدد في السوق واشتراها الوكيل او باعها

بهذا السعر.
؟1- لا يستحق الوكيل في الحالات المذكورة في الفقرة السابقة اجرا نظير الوكالة.
مادة (/ا511)

يجوز للغير الذي يتعامل مع الوكيل ان يطلب الاطلاع علي عقد الوكالة وعلي المراسلات وغيرها

من الوثايق المثبتة او المقيدة لسلطة الوكيل. ولا يجوز الاحتجاج علي الغير بالقيود الواردة علي

سلطة الوكيل الا اذا ثبت علم الغير بها وقت التعاقد.

)115/( مادة

-1 علي الوكيل ان يحيط الموكل علما بالصفقات التي يبرمها لحسابه.

-1 وعلي الوكيل ان يقدم للموكل في الميعاد المتفق عليه او الذي يجري عليه العرف او التعامل
السابق بينهما حسابا عن الاعمال التي يجريها لذمته. ويجب ان يكون هذا الحساب مطابقا
للحقيقة» فاذا تضمن عن عمد بيانات غير صحيحة:؛ جاز للموكل رفض الصفقات التي تتعلق
بها هذه البيانات فضلا عن حقه في المطالبة بالتعويضء ولا يستحق الوكيل اجرا عن الصفقات
المذكورة.

)159( مادة

-1 للوكيل فضلا عن حقه في الحبس امتياز علي البضايع وغيرها من الاشياء التي يرسلها اليه
الموكل او يودعها لديه او يسلمها له.

؟- يضمن الامتياز اجر الوكيل والمصاريف والمبالغ التي يدفعها عن الموكل او يقرضها له وغير
ذلك من المبالغ التي تستحق للوكيل بسبب الوكالة سواء انفقت قبل تسليم البضايع او الاشياء او
اثناء وجودها في حيازة الوكيل.

""- يتقرر الامتياز دون اعتبار لما اذا كان الدين قد نشا عن اعمال تتعلق بالبضايع او الاشياء التي
لا تزال في حيازة الوكيل او ببضايع او اشياء اخري سبق ارسالها اليه او ايداعها عنده او
تسليمها له.

)151( مادة

-1 لا يكون للوكيل الامتياز المشار اليه في المادة السابقة الا اذا كان حايزا لبضايع او لاشياء

لحساب الموكل. وتتحقق هذه الحيازة في الحالات الاتية:
(ا) اذا تسلم الوكيل البضايع او الاشياء فعلا.
(ب)اذا وضعت تحت تصرفه في الجمرك او في مخزن عام او خاص.
(ج)اذا كان يحوزها قبل وصولها بمقتضي سند شحن او اية وثيقة نقل اخري.
(د) اذا صدرها وظل حايزا لها بمقتضي سند شحن او اية وثيقة نقل اخري.

؟- اذا بيعت البضايع او الاشياء التي يقع عليها الامتياز وسلمت الي المشتري انتقل امتياز الوكيل
الي الثمن.

30
مادة )151(
امتياز الوكيل التجاري مقدم علي جميع الامتيازات الاخري ما عدا المصاريف القضايية والضرايب
والرسوم المستحقة للدولة.

مادة (؟551)

-1 يتبع في التنفيذ علي البضايع والاشياء الموجودة في حيازة الوكيل التجاري اجراءات التنفيذ
علي الشيء المرهون رهنا تجاريا.:

-1 ومع ذلك اذا كان الوكيل مكلفا ببيع البضايع او الاشياء التي في حيازته جاز له التنفيذ عليها
ببيعها دون حاجة الي اتباع الاجراءات المشار اليها في الفقرة السابقة الا اذا تعذر عليه تنفيذ
تعليمات الموكل في شان البيع.

مادة )15(
يجوز لكل من طرفي عقد الوكالة التجارية انهاء العقد في كل وقتء. ولا يستحق التعويض الا اذا وقع
انهاء العقد دن اخطار سابق او في وقت غير مناسب. واذا كان العقد معين المدة وجب ان يستند انهاوه
الي سبب جدي ومقبول والا استحق التعويض.

مادة )154(
اذا لم يكن للموكل موطن معلوم في مصر اعتبر موطن وكيله بها موطنا له وتجوز مقاضاته وتبليغه
بالااوراق القضايية الرسمية فيه» وذلك فيما يتعلق بالاعمال التي يجريها الوكيل لحساب موكله.

مادة )1565(
تسري فيما يتعلق بتنظيم الاشتغال باعمال الوكالة التجارية في مصر القوانين والقرارات الخاصة بذلك.

الفرع الثاني

بعض انواع الوكالة التجارية
-1 الوكالة بالعمولة
مادة )155(

-1 الوكالة بالعمولة عقد يتعهد بمقتضاه الوكيل بان يجري باسمه تصرفا قانونيا لحساب الموكل.

-1 وتسري علي الوكالة بالعمولة بالاضافة الي الاحكام العامة بشان الوكالة التجارية الاحكام
المنصوص عليها في المواد التالية.

)1151( مادة

-1 اذا باع الوكيل بالعمولة باقل من الثمن الذي حدده الموكل او اشتري باعلي منه وجب علي
الموكل ان اراد رفض الصفقة ان يخطر الوكيل بذلك في اقرب وقت من علمه بها والا اعتبر
قابلا للثمن.

؟- ولا يجوز للموكل رفض الصفقة اذا قبل الوكيل بالعمولة تحمل فرق الثمن.

)158( مادة

-1 اذا اشتري الوكيل بالعمولة لحساب الموكل بضاعة مخالفة للنوع او الصنف الذي طلبه الموكل
فلا يلزم بقبولها.

؟- واذا اشتري الوكيل بضاعة مطابقة للبضاعة المطلوبة ولكن بكمية اكبر فلا يلزم الموكل الا
بقبول الكمية التي طلبها. اما اذا كانت الكمية اقل يكون للموكل الخيار بين قبولها او رفضها.

31
مادة 159(
اذا تعاقد الوكيل بالعمولة بشروط افضل من 0 د حددها الموكل» عادت المنفعة الي الموكل»
وعلي الوكيل ان يقدم حسابه علي اساس الشروط الحقيقة التي تمت الصفقة بمقتضاها.
مادة الفيلة
-1 اذا منح الوكيل بالعمولة المكلف بالبيع المشتري اجلا للوفاء بالثمن او قسطه عليه بغير اذن من
الموكل» جاز للموكل ان يطالب الوكيل باداء الثمن باجمعه فوراء وفي هذه الحالة يجوز للوكيل
بالعمولة ان يحتفظ بفرق الثمن اذا تمت الصفقة بثمن اعلي.
؟- ومع ذلكء يجوز للوكيل بالعمولة ان يمنح الاجل او يقسط الثمن بغير اذن من الموكل اذا كان
العرف التجاري في الجهة التي تم فيها البيع يقضي بذلك الا اذا كانت تعليمات الموكل
الصريحة تلزمه بالبيع بثمن معجل.",25791
commerce_17_1999,قانون التجارة,17,1999,111,مادة 111,mandatory,False,,32,32,"اذا قضت تعليمات الموكل بالبيع بثمن موجل وباع الوكيل بالعمولة بثمن معجلء فلا يجوز للموكل ان
يطالبه باداء الثمن الا عند حلول الاجل الذي عينه وفي هذه الحالة يلتزم الوكيل بالعمولة باداء الثمن
علي اساس البيع الموجل.",210
commerce_17_1999,قانون التجارة,17,1999,1177,مادة 1177,mandatory,False,,32,32,"-1 لا يجوز للوكيل بالعمولة تغيير العلامات التجارية الموضوعة علي البضايع التي يتسلمها من
الموكل او لحسابه الا اذا تم ذلك في حدود القانون وكان ماذونا في ذلك صراحة.
؟- واذا كان الوكيل بالعمولة حايزا لجملة بضايع من جنس واحد ومرسلة اليه من موكلين مختلفين
وجب ان يضع علي كل بضاعة منها بيانا مميزا لها.",295
commerce_17_1999,قانون التجارة,17,1999,107,مادة 107,mandatory,False,,32,32,"-1 يجوز للوكيل بالعمولة ان يصرح باسم الموكل الذي يتعاقد لحسابه والا اذا طلب منه الموكل
عدم الافضاء باسمه. ولا يترتب علي الافضاء باسم الموكل تغيير في طبيعة الوكالة ما دام
الوكيل يبرم العقد باسمه.
؟- علي الوكيل بالعمولة الافضاء الي الموكل باسم الغير الذي تعاقد معه اذا طلب الموكل منه ذلك
فاذا امتنع الوكيل بالعمولة عن الافضاء باسم الغير دون مسوغ مقبول جاز اعتباره ضامنا تنفيذ
الصفقة.
مادة )1175(
-1 يلتزم الوكيل بالعمولة مباشرة قبل الغير الذي تعاقد معه؛ كما يلتزم هذا الغير مباشرة قبل
الوكيل بالعمولة.
-1 ليس للغير الذي تعاقد مع الوكيل بالعمولة الرجوع علي الموكل ولا للموكل الرجوع علي الغير
بدعوي مباشرة ما لم ينص القانون علي غير ذلك.
مادة )1175(
-1 اذا افلس الوكيل بالعمولة المكلف بالبيع قبل قبض الثمن من المشتري؛ جاز للموكل ان يطالب
المشتري مباشرة باداء الثمن اليه.
؟- واذا افلس الوكيل بالعمولة المكلف بالشراء قبل تسلم المبيع» جاز للموكل ان يطالب البايع
مباشرة بتسليم المبيع اليه.",880
commerce_17_1999,قانون التجارة,17,1999,1175,مادة 1175,mandatory,False,,32,33,"-1 لا يضمن الوكيل بالعمولة وفاء الغير المتعاقد معه بالتزامه الا اذا تحمل هذا الضمان صراحة
او نص عليه القانون او كان مما يقضي به عرف الجهة التي يمارس فيها نشاطه.
22
-1 يستحق الوكيل بالعمولة الضامن اجرا خاصا تحدده المحكمة عند عدم وجود اتفاق او عرف
في شانه.
*- وكالة العقود
مادة )11/1(
الترويج والتفاوض وابرام الصفقات باسم الموكل ولحسابه مقابل اجرء ويجوز ان تشمل مهمته تنفيذها
باسم الموكل ولحسابه.
مادة )178(
يتولي وكيل العقود ممارسة اعمال الوكالة وادارة نشاطه التجاري بشانها علي وجه الاستقلال ويتحمل
وحده المصروفات اللازمة لادارة نشاطه.
مادة )11179(
لا يجوز للموكل ان يستعين باكثر من وكيل عقود واحد في ذات المنطقة ولذات الفرع من النشاط؛ كما
لا يجوز لوكيل العقود ان يكون وكيلا لاكثر من منشاة تمارس ذات النشاط وفي ذات المنطقة» وذلك
كله ما لم يتفق الطرفان صراحة علي غير ذلك.
مادة )181(
يجب ان يثبت عقد وكالة العقود بالكتابة» وان يبين فيه بوجه خاص حدود الوكالة واجر الوكيل ومنطقة
نشاطه ومدة العقد اذا كان محدد المدة.",910
commerce_17_1999,قانون التجارة,17,1999,181,مادة 181,mandatory,False,,33,33,"اذا اشترط في العقد ان يقيم وكيل العقود مباني للعرض او مخازن للسلع او منشات للصيانة او
الاصلاح فلا يجوز ان تقل مدة العقد عن خمس سنوات.
مادة (؟185)
-1 لا يجوز لوكيل العقود ان يقبض حقوق الموكلء الا اذا اعطي له الموكل هذا الحق وفي هذه
الحالة لا يجوز للوكيل ان يمنح تخفيضا او اجلاً دون ترخيص خاص.
؟1- ويجوز لوكيل العقود ان يتلقي الطلبات المتعلقة بتنفيذ العقود التي تبرم عن طريقه» ويعتبر
ممثلا لموكله في الدعاوي المتعلقة بهذه العقود والتي تقام منه او عليه في منطقة نشاط الوكيل.",471
commerce_17_1999,قانون التجارة,17,1999,1819,مادة 1819,mandatory,False,,33,33,"-1 يلتزم الموكل باداء الاجر المتفق عليه للوكيل.
؟- ويجوز ان يكون هذا الاجر نسبة ميوية من قيمة الصفقة. وتحتسب هذه النسبة علي اساس
سعر البيع الي العملاء ما لم يتفق علي غير ذلك.",174
commerce_17_1999,قانون التجارة,17,1999,184,مادة 184,general,False,,33,34,"اذا كانت وكالة العقود مقصورة علي وكيل واحد في منطقة معينة استحق وكيل العقود الاجر عن
الصفقات التي يبرمها الموكل مباشرة او بوساطة غيره في هذه المنطقة ولو لم تبرم هذه الصفقات
بسعي هذا الوكيلء ما لم يتفق الطرفان صراحة علي غير ذلك.
33
مادة )186(
علي الموكل ان يقدم للوكيل جميع المعلومات اللازمة لتنفيذ الوكالة. وان يزوده بوجه خاص-
بمواصفات السلع والنماذج والرسوم والعلامات وغير ذلك من البيانات التي تعينه علي ترويج السلع
موضوع الوكالة وتسويقها.",440
commerce_17_1999,قانون التجارة,17,1999,085,مادة 085,mandatory,False,,34,34,"يلتزم وكيل العقود بالمحافظة علي حقوق الموكل؛ وله اتخاذ جميع الاجراءات التحفظية اللازمة
للمحافظة علي هذه الحقوق» وعليه ان يزود موكله بالبيانات الخاصة بحالة السوق في منطقة نشاطه.",176
commerce_17_1999,قانون التجارة,17,1999,180,مادة 180,mandatory,False,,34,34,"لا يجوز لوكيل العقود ان يذيع اسرار الموكل التي تصل الي علمه بمناسبة تنفيذ الوكالة ولو كان ذلك
بعد انتهاء العلاقة العقدية.
مادة 80 )1
-1 تنعقد وكالة العقود لمصلحة الطرفين المشتركة فاذا كان العقد غير محدد المدة فلا يجوز
للموكل انهاوه دون خطا من الوكيل والا كان ملزما بتعويضه عن الضرر الذي لحقه من جراء
عزله. ويبطل كل اتفاق يخالف ذلك.
-1 كما يلتزم الوكيل بتعويض الموكل عن الضرر الذي اصابه اذا نزل عن الوكالة في وقت غير
مناسب وبغير عذر مقبول.",438
commerce_17_1999,قانون التجارة,17,1999,189,مادة 189,optional,False,,34,35,"-1 اذا كان العقد محدد المدة» وراي الموكل عدم تجديده عند انتهاء اجله» يكون للوكيل الحق في
تعويض يقدره القاضيء ولو وجد اتفاق يخالف ذلك.
1؟- ويشترط لاستحقاق هذا التعويض.
(ا) الا يكون قد وقع خطا او تقصير من الوكيل اثناء تنفيذ العقد.
(ب)ان يكون نشاط الوكيل قد ادي الي نجاح ظاهر في ترويج السلعة او زيادة عدد
العملاء.
""- ويراعي في تقدير التعويض مقدار ما لحق الوكيل من ضرر وما افاده الموكل من جهوده في
ترويج السلعة وزيادة العملاء.
مادة )190(
-1 تسقط دعوي التعويض المشار اليها في المادة السابقة بمضي تسعين يوما من وقت انتهاء
العقد.
-1 وتسقط جميع الدعاوي الاخري الناشية عن عقد وكالة العقود بانقضاء سنتين علي انتهاء
العلاقة العقدية.
مادة )11911(
استثناء من قواعد الاختصاص الواردة في قانون المرافعات تختص بنظر جميع المناز عات النايية عن
عقد وكالة العقود المحكمة التي يقع في دايرتها محل تنفيذ العقد.
الفصل السادس
السمسرة
مادة (؟51)
السمسرة عقد يتعهد بمقتضاه السمسار لشخص بالبحث عن طرف ثان لابرام عقد معين والتوسط في
ابرامه.
34
مادة )15(
اذا لم يعين اجر السمسار في القانون او في الاتفاق وجب تعيينه وفقا لما يقضي به العرفء فاذا لم يوجد
عرف قدره القاضي تبعا لما بذله السمسار من جهد وما استغرقه من وقت في القيام بالعمل المكلف به.
مادة )11954(
-1 لا يستحق السمسار اجره الا اذا ادت وساطته الي ابرام العقدء واذا لم يتم ابرام العقد بسبب
تعنت من فوضه جاز للمحكمة ان تعوض السمسار عما بذله من جهد.
-1 ويستحق السمسار الاجر بمجرد ابرام العقد ولو لم ينفذ كله او بعضه.
3 اذا كان العقد معلقا علي شرط واقف فلا يستحق السمسار اجره الا اذا تحقق الشرط.
5- اذا كان احد اثار العقد يتوقف علي اتمام اجراء قانوني معين كالتسجيل في بيع العقار او القيد
في الرهن الرسمي استحق السمسار اجره بمجرد ايرام العقد الابتدايي.
مادة )1165(
اذا فسخ العقد الذي توسط السمسار في ابرامه جاز له المطالبة باجره او الاحتفاظ بالاجر اذا كان قد
قبضه الا اذا تبت الغش او الخطا الجسيم في جانبه.
مادة )195(
يجوز للمحكمة ان تخفض اجر السمسار اذا كان غير متناسب مع الجهد الذي بذله الا اذا دفع الاجر
المتفق عليه بعد ابرام العقد الذي توسط السمسار في ابرامه.
مادة )1191(
اذا توسط السمسار في ابرام صفقة ممنوعة قانونا فلا يستحق عنها اجرا.
مادة )1948(
-1 لا يستحق السمسار الاجر الا ممن فوضه من طرفي العقد في السعي الي ابرامه.
؟- واذا صدر التفويض من الطرفين كان كل منهما مسيولا قبل السمسار بغير تضامن بينهما عن
دفع الاجر المستحق عليه ولو اتفقا فيما بينهما علي ان يتحمل احدهما الاجر باكمله.",2212
